show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s102704,Movie,Title 2705,Unknown,"Actor A, Actor B",United States,2013-12-21,1985,TV-14,116 min,International TV Shows,A Netflix title used for portfolio analytics.
s102705,TV Show,Title 2706,Unknown,Unknown,Canada,2013-05-10,2012,PG-13,3 Seasons,Documentaries,A Netflix title used for portfolio analytics.
s102706,TV Show,Title 2707,Director S,Unknown,Thailand,2016-03-30,1996,TV-14,2 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s102707,TV Show,Title 2708,Director O,"Actor A, Actor B",United States,2020-08-27,2006,TV-G,3 Seasons,Dramas,A Netflix title used for portfolio analytics.
s102708,Movie,Title 2709,Director U,Unknown,France,2012-01-11,2013,TV-14,106 min,International Movies,A Netflix title used for portfolio analytics.
s102709,TV Show,Title 2710,Unknown,Unknown,"United States, Italy",2010-07-19,1999,TV-14,2 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s102710,Movie,Title 2711,Director L,Unknown,Canada,2009-03-01,1986,TV-MA,105 min,"International TV Shows, TV Dramas",A Netflix title used for portfolio analytics.
s102711,TV Show,Title 2712,Director P,"Actor A, Actor B",United States,2011-09-07,2013,TV-PG,2 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s102712,TV Show,Title 2713,Director R,"Actor A, Actor B","United Kingdom, Brazil",2010-08-28,1995,TV-PG,4 Seasons,International Movies,A Netflix title used for portfolio analytics.
s102713,Movie,Title 2714,Director Y,"Actor A, Actor B",United States,2016-04-04,1992,TV-14,98 min,Documentaries,A Netflix title used for portfolio analytics.
s102714,Movie,Title 2715,Unknown,Unknown,Italy,2013-10-19,1997,TV-Y7,110 min,TV Comedies,A Netflix title used for portfolio analytics.
s102715,Movie,Title 2716,Unknown,Unknown,"United States, France",2020-03-24,2003,TV-MA,153 min,Comedies,A Netflix title used for portfolio analytics.
s102716,Movie,Title 2717,Director F,Unknown,"United States, United Kingdom",2010-12-17,1994,TV-14,93 min,Comedies,A Netflix title used for portfolio analytics.
s102717,Movie,Title 2718,Unknown,Unknown,India,2013-03-03,1986,NR,137 min,"International TV Shows, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s102718,Movie,Title 2719,Unknown,Unknown,Canada,2017-11-13,2003,TV-MA,78 min,"Documentaries, International TV Shows",A Netflix title used for portfolio analytics.
s102719,Movie,Title 2720,Unknown,"Actor A, Actor B","Brazil, Japan",2015-10-26,2003,PG-13,40 min,TV Dramas,A Netflix title used for portfolio analytics.
s102720,Movie,Title 2721,Director K,Unknown,France,2016-06-23,1983,PG-13,75 min,Romantic Movies,A Netflix title used for portfolio analytics.
s102721,TV Show,Title 2722,Unknown,"Actor A, Actor B",United Kingdom,2012-07-16,1996,TV-14,7 Seasons,"Comedies, Kids' TV",A Netflix title used for portfolio analytics.
s102722,Movie,Title 2723,Director M,Unknown,,2012-02-04,2007,TV-MA,94 min,"Documentaries, TV Dramas",A Netflix title used for portfolio analytics.
s102723,TV Show,Title 2724,Unknown,Unknown,France,2016-07-13,2006,TV-Y7,5 Seasons,International TV Shows,A Netflix title used for portfolio analytics.
s102724,Movie,Title 2725,Unknown,Unknown,Brazil,2018-06-21,2004,R,70 min,"Action & Adventure, TV Dramas",A Netflix title used for portfolio analytics.
s102725,Movie,Title 2726,Unknown,Unknown,"South Korea, Mexico",2012-11-29,2003,TV-PG,51 min,Thrillers,A Netflix title used for portfolio analytics.
s102726,TV Show,Title 2727,Unknown,"Actor A, Actor B","United States, Germany",2014-12-28,2007,TV-14,4 Seasons,"Dramas, TV Dramas",A Netflix title used for portfolio analytics.
s102727,Movie,Title 2728,Unknown,"Actor A, Actor B",FRANCE,2013-06-15,2015,TV-MA,121 min,International TV Shows,A Netflix title used for portfolio analytics.
s102728,Movie,Title 2729,Director D,Unknown,United States,2010-12-29,2017,TV-MA,,Thrillers,A Netflix title used for portfolio analytics.
s102729,TV Show,Title 2730,Unknown,Unknown,Canada,2010-12-29,1986,TV-MA,6 Seasons,TV Comedies,A Netflix title used for portfolio analytics.
s102730,Movie,Title 2731,Unknown,"Actor A, Actor B",Spain,2019-01-05,2009,TV-MA,116 min,"International TV Shows, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s102731,Movie,Title 2732,Unknown,"Actor A, Actor B",Australia,2010-11-12,2010,R,104 min,Comedies,A Netflix title used for portfolio analytics.
s102732,Movie,Title 2733,Unknown,"Actor A, Actor B",India,2020-04-04,2018,TV-14,98 min,Romantic Movies,A Netflix title used for portfolio analytics.
s102733,TV Show,Title 2734,Unknown,Unknown,United States,2014-03-11,1997,R,4 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s102734,TV Show,Title 2735,Unknown,Unknown,Turkey,2017-05-26,2015,TV-MA,3 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.
s102735,TV Show,Title 2736,Unknown,Unknown,India,2008-04-24,2002,TV-14,3 Seasons,Comedies,A Netflix title used for portfolio analytics.
s102736,TV Show,Title 2737,Director B,Unknown,United Kingdom,2009-09-24,1990,TV-MA,5 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s102737,Movie,Title 2738,Unknown,"Actor A, Actor B","United States, Turkey",2013-01-15,2003,TV-G,92 min,TV Comedies,A Netflix title used for portfolio analytics.
s102738,Movie,Title 2739,Director X,"Actor A, Actor B",South Korea,2019-10-02,2014,R,67 min,International TV Shows,A Netflix title used for portfolio analytics.
s102739,Movie,Title 2740,Director C,Unknown,"India, Canada",2011-09-10,2005,TV-14,,TV Dramas,A Netflix title used for portfolio analytics.
s102740,Movie,Title 2741,Director A,"Actor A, Actor B",Spain,2017-11-13,1997,R,140 min,Thrillers,A Netflix title used for portfolio analytics.
s102741,Movie,Title 2742,Director M,"Actor A, Actor B",United States,2016-09-26,2015,TV-PG,89 min,"TV Comedies, TV Dramas",A Netflix title used for portfolio analytics.
s102742,TV Show,Title 2743,Director Q,Unknown,Germany,2014-05-09,2009,PG,3 Seasons,Romantic Movies,A Netflix title used for portfolio analytics.
s102743,Movie,Title 2744,Director D,"Actor A, Actor B",India,2017-02-22,2009,TV-PG,77 min,"International TV Shows, Thrillers",A Netflix title used for portfolio analytics.
s102744,Movie,Title 2745,Director E,Unknown,United States,2013-03-19,2000,TV-14,126 min,International TV Shows,A Netflix title used for portfolio analytics.
s102745,Movie,Title 2746,Director D,"Actor A, Actor B",India,2016-01-11,2007,TV-14,102 min,Horror Movies,A Netflix title used for portfolio analytics.
s102746,Movie,Title 2747,Director O,"Actor A, Actor B",United States,2015-05-26,1996,TV-14,85 min,International Movies,A Netflix title used for portfolio analytics.
s102747,TV Show,Title 2748,Director W,Unknown,United States,2018-02-24,1992,TV-14,2 Seasons,"Action & Adventure, Thrillers",A Netflix title used for portfolio analytics.
s102748,TV Show,Title 2749,Unknown,Unknown,United Kingdom,2015-03-12,1999,TV-14,6 Seasons,"International TV Shows, Romantic Movies",A Netflix title used for portfolio analytics.
s102749,Movie,Title 2750,Director R,"Actor A, Actor B",United States,2014-07-01,2003,TV-14,156 min,Dramas,A Netflix title used for portfolio analytics.
s102750,Movie,Title 2751,Unknown,Unknown,India,2017-06-25,2013,R,97 min,International Movies,A Netflix title used for portfolio analytics.
s102751,Movie,Title 2752,Unknown,"Actor A, Actor B",United States,2013-08-21,1998,NR,83 min,International Movies,A Netflix title used for portfolio analytics.
s102752,TV Show,Title 2753,Director S,Unknown,United States,2008-07-12,1990,NR,5 Seasons,"Horror Movies, Romantic Movies",A Netflix title used for portfolio analytics.
s102753,TV Show,Title 2754,Unknown,"Actor A, Actor B",United States,2012-10-02,1981,PG-13,4 Seasons,Thrillers,A Netflix title used for portfolio analytics.
s102754,Movie,Title 2755,Director U,"Actor A, Actor B",United States,2011-02-20,2008,PG-13,102 min,Thrillers,A Netflix title used for portfolio analytics.
s102755,TV Show,Title 2756,Unknown,Unknown,India,2009-11-29,2002,TV-14,5 Seasons,Dramas,A Netflix title used for portfolio analytics.
s102756,Movie,Title 2757,Director L,"Actor A, Actor B",United States,2015-09-10,1987,TV-PG,70 min,"International Movies, Kids' TV",A Netflix title used for portfolio analytics.
s102757,TV Show,Title 2758,Director U,"Actor A, Actor B",UNITED STATES,2017-12-31,2016,TV-Y,5 Seasons,"Action & Adventure, TV Comedies",A Netflix title used for portfolio analytics.
s102758,Movie,Title 2759,Director B,"Actor A, Actor B",United Kingdom,2016-08-10,2001,TV-MA,102 min,Kids' TV,A Netflix title used for portfolio analytics.
s102759,TV Show,Title 2760,Director H,Unknown,United States,2014-10-22,2019,TV-14,5 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s102760,Movie,Title 2761,Unknown,Unknown,United States,2017-08-15,2008,TV-Y,103 min,TV Comedies,A Netflix title used for portfolio analytics.
s102761,Movie,Title 2762,Unknown,Unknown,United States,2012-08-02,1989,TV-MA,107 min,Romantic Movies,A Netflix title used for portfolio analytics.
s102762,TV Show,Title 2763,Unknown,Unknown,India,2019-04-22,1990,TV-14,3 Seasons,Thrillers,A Netflix title used for portfolio analytics.
s102763,Movie,Title 2764,Unknown,Unknown,United States,2017-04-28,2002,PG-13,109 min,"Documentaries, Thrillers",A Netflix title used for portfolio analytics.
s102764,TV Show,Title 2765,Director T,"Actor A, Actor B",Thailand,2008-11-11,2012,PG,5 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.
s102765,Movie,Title 2766,Unknown,Unknown,United States,2020-11-19,2017,R,102 min,"International TV Shows, TV Dramas",A Netflix title used for portfolio analytics.
s102766,Movie,Title 2767,Unknown,Unknown,South Korea,2018-08-01,2015,TV-MA,113 min,TV Dramas,A Netflix title used for portfolio analytics.
s102767,Movie,Title 2768,Director S,Unknown,United Kingdom,2020-08-08,2003,TV-MA,135 min,TV Dramas,A Netflix title used for portfolio analytics.
s102768,TV Show,Title 2769,Unknown,Unknown,Japan,2008-01-08,1996,TV-14,3 Seasons,Dramas,A Netflix title used for portfolio analytics.
s102769,Movie,Title 2770,Director P,Unknown,United States,2012-04-04,2007,R,101 min,Thrillers,A Netflix title used for portfolio analytics.
s102770,Movie,Title 2771,Unknown,Unknown,United States,2017-09-29,1998,TV-MA,90 min,Romantic Movies,A Netflix title used for portfolio analytics.
s102771,TV Show,Title 2772,Director T,"Actor A, Actor B",Spain,2010-05-19,2011,TV-MA,7 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s102772,Movie,Title 2773,Director Q,"Actor A, Actor B",United States,2018-11-29,2006,TV-MA,92 min,"Documentaries, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s102773,Movie,Title 2774,Unknown,Unknown,UNITED STATES,2011-02-05,1998,TV-14,124 min,"Dramas, Kids' TV",A Netflix title used for portfolio analytics.
s102774,Movie,Title 2775,Unknown,"Actor A, Actor B",GERMANY,2015-11-04,1997,TV-PG,133 min,"International Movies, TV Dramas",A Netflix title used for portfolio analytics.
s102775,TV Show,Title 2776,Unknown,Unknown,,2020-11-02,2011,TV-14,4 Seasons,"Comedies, TV Comedies",A Netflix title used for portfolio analytics.
s102776,TV Show,Title 2777,Director B,"Actor A, Actor B",United States,2009-01-08,1982,TV-MA,2 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.
s102777,Movie,Title 2778,Director Q,"Actor A, Actor B",Turkey,2013-07-17,2004,TV-G,104 min,"Kids' TV, TV Dramas",A Netflix title used for portfolio analytics.
s102778,Movie,Title 2779,Director W,"Actor A, Actor B",United Kingdom,2015-06-05,1992,TV-MA,115 min,"Comedies, TV Comedies",A Netflix title used for portfolio analytics.
s102779,TV Show,Title 2780,Unknown,"Actor A, Actor B",United States,2010-10-14,2014,TV-MA,2 Seasons,Comedies,A Netflix title used for portfolio analytics.
s102780,Movie,Title 2781,Unknown,Unknown,"Australia, India",2010-07-14,1991,TV-Y7,78 min,"Horror Movies, International Movies, International TV Shows",A Netflix title used for portfolio analytics.
s102781,TV Show,Title 2782,Director X,"Actor A, Actor B","Australia, France",2015-12-02,2006,TV-G,2 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.
s102782,Movie,Title 2783,Director V,Unknown,Spain,2016-03-25,2005,TV-14,95 min,Romantic Movies,A Netflix title used for portfolio analytics.
s102783,Movie,Title 2784,Unknown,"Actor A, Actor B",United States,2014-03-26,2018,TV-14,110 min,Dramas,A Netflix title used for portfolio analytics.
s102784,TV Show,Title 2785,Unknown,Unknown,Australia,2015-02-08,2005,TV-14,4 Seasons,International Movies,A Netflix title used for portfolio analytics.
s102785,Movie,Title 2786,Unknown,Unknown,Mexico,2018-05-18,2006,TV-MA,131 min,Thrillers,A Netflix title used for portfolio analytics.
s102786,Movie,Title 2787,Director X,Unknown,United States,2010-05-29,2019,TV-MA,89 min,Thrillers,A Netflix title used for portfolio analytics.
s102787,Movie,Title 2788,Director I,"Actor A, Actor B",Canada,2008-06-27,1996,TV-MA,90 min,Dramas,A Netflix title used for portfolio analytics.
s102788,Movie,Title 2789,Director P,Unknown,India,2012-03-30,1993,TV-14,71 min,Romantic Movies,A Netflix title used for portfolio analytics.
s102789,Movie,Title 2790,Unknown,Unknown,United States,2020-03-28,2000,TV-MA,72 min,TV Dramas,A Netflix title used for portfolio analytics.
s102790,Movie,Title 2791,Unknown,"Actor A, Actor B",Nigeria,2010-08-11,1992,TV-MA,137 min,"Horror Movies, International Movies",A Netflix title used for portfolio analytics.
s102791,Movie,Title 2792,Unknown,"Actor A, Actor B",United States,2015-09-04,2011,R,115 min,Documentaries,A Netflix title used for portfolio analytics.
s102792,Movie,Title 2793,Unknown,Unknown,,2015-11-19,2013,TV-14,40 min,"Horror Movies, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s102793,TV Show,Title 2794,Unknown,Unknown,United States,2008-03-16,2010,TV-14,2 Seasons,TV Dramas,A Netflix title used for portfolio analytics.
s102794,Movie,Title 2795,Unknown,Unknown,United States,2010-10-16,2019,TV-PG,83 min,Dramas,A Netflix title used for portfolio analytics.
s102795,Movie,Title 2796,Unknown,"Actor A, Actor B","United Kingdom, France",2020-11-16,2018,R,122 min,"International Movies, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s102796,Movie,Title 2797,Unknown,Unknown,"United States, United Kingdom",2011-07-07,2014,TV-MA,78 min,"Dramas, Thrillers",A Netflix title used for portfolio analytics.
s102797,TV Show,Title 2798,Unknown,"Actor A, Actor B",United States,2010-02-25,1973,TV-PG,3 Seasons,Comedies,A Netflix title used for portfolio analytics.
s102798,Movie,Title 2799,Unknown,Unknown,Thailand,2016-11-29,2008,TV-MA,70 min,Action & Adventure,A Netflix title used for portfolio analytics.
s102799,Movie,Title 2800,Unknown,Unknown,"United States, Brazil",2018-06-02,2008,PG,64 min,Comedies,A Netflix title used for portfolio analytics.
s102800,TV Show,Title 2801,Unknown,Unknown,India,2019-06-09,2004,TV-14,4 Seasons,"Documentaries, Thrillers",A Netflix title used for portfolio analytics.
s102801,TV Show,Title 2802,Unknown,"Actor A, Actor B",Canada,2013-09-22,2015,TV-14,2 Seasons,Thrillers,A Netflix title used for portfolio analytics.
s102802,Movie,Title 2803,Director F,Unknown,Brazil,2009-08-08,1986,TV-14,112 min,Kids' TV,A Netflix title used for portfolio analytics.
s102803,Movie,Title 2804,Unknown,Unknown,Japan,2008-02-21,1991,TV-MA,108 min,"International Movies, TV Dramas, Thrillers",A Netflix title used for portfolio analytics.
s102804,Movie,Title 2805,Director Y,Unknown,United States,2016-05-09,2017,TV-Y7,99 min,Thrillers,A Netflix title used for portfolio analytics.
s102805,Movie,Title 2806,Director M,"Actor A, Actor B",India,2017-04-18,1996,NR,83 min,"Kids' TV, TV Comedies, TV Dramas",A Netflix title used for portfolio analytics.
s102806,Movie,Title 2807,Director L,Unknown,"United States, Turkey",2019-10-05,1991,TV-14,118 min,Romantic Movies,A Netflix title used for portfolio analytics.
s102807,Movie,Title 2808,Unknown,Unknown,India,2018-04-12,1978,R,93 min,"International Movies, Stand-Up Comedy",A Netflix title used for portfolio analytics.
s102808,Movie,Title 2809,Director R,"Actor A, Actor B",France,2013-05-13,2002,R,67 min,"TV Comedies, TV Dramas",A Netflix title used for portfolio analytics.
s102809,Movie,Title 2810,Director U,"Actor A, Actor B",United States,2009-12-23,2012,TV-14,87 min,"Action & Adventure, TV Dramas",A Netflix title used for portfolio analytics.
s102810,Movie,Title 2811,Unknown,Unknown,Spain,2008-01-27,1993,R,85 min,Action & Adventure,A Netflix title used for portfolio analytics.
s102811,Movie,Title 2812,Director N,"Actor A, Actor B",United States,2012-05-14,2017,TV-14,49 min,"International TV Shows, TV Dramas",A Netflix title used for portfolio analytics.
s102812,TV Show,Title 2813,Unknown,Unknown,Germany,2017-07-17,2013,TV-MA,3 Seasons,Action & Adventure,A Netflix title used for portfolio analytics.
s102813,TV Show,Title 2814,Unknown,Unknown,Spain,2009-06-20,2018,R,5 Seasons,Kids' TV,A Netflix title used for portfolio analytics.
s102814,TV Show,Title 2815,Director N,"Actor A, Actor B",Canada,2018-08-03,2017,PG-13,6 Seasons,"Dramas, International Movies",A Netflix title used for portfolio analytics.
