show_id,type,title,rating,release_year,date_added,duration,country,listed_in,description,date_added_parsed,duration_value,duration_unit,date_added_year
s03232,Movie,Title 3232,TV-14,1953,"April 06, 2014",131 min,India,"Comedies, Kids' TV",A short description.,2014-04-06,131,Minutes,2014.0
s03233,Movie,Title 3233,,1973,"May 03, 2014",122 min,Australia,"Dramas, TV Dramas",A short description.,2014-05-03,122,Minutes,2014.0
s03234,Movie,Title 3234,TV-MA,1975,"February 02, 2020",132 min,"Australia, Mexico",TV Comedies,A short description.,2020-02-02,132,Minutes,2020.0
s03235,Movie,Title 3235,TV-MA,1993,"September 26, 2010",62 min,"Turkey, United States, India","TV Dramas, Sports Movies, Horror Movies",A short description.,2010-09-26,62,Minutes,2010.0
s03236,Movie,Title 3236,TV-PG,2000,"December 18, 2016",87 min,Nigeria,Kids' TV,A short description.,2016-12-18,87,Minutes,2016.0
s03237,Movie,Title 3237,TV-MA,1988,"June 15, 2018",82,Thailand,"Kids' TV, TV Dramas",A short description.,2018-06-15,82,Minutes,2018.0
s03238,Movie,Title 3238,TV-MA,1978,"February 16, 2012",166 min,Mexico,"Kids' TV, Romantic Movies",A short description.,2012-02-16,166,Minutes,2012.0
s03239,Movie,Title 3239,TV-PG,1985,"July 17, 2014",106 min,"United States, Nigeria","Sports Movies, TV Comedies",A short description.,2014-07-17,106,Minutes,2014.0
s03240,Movie,Title 3240,R,1960,"October 06, 2013",72 min,Brazil,"TV Comedies, Sports Movies",A short description.,2013-10-06,72,Minutes,2013.0
s03241,TV Show,Title 3241,TV-14,1962,"June 24, 2014",6 Seasons,Germany,Horror Movies,A short description.,2014-06-24,6,Seasons,2014.0
s03242,Movie,Title 3242,TV-14,1993,"December 16, 2010",83 min,Thailand,"Action & Adventure, Comedies",A short description.,2010-12-16,83,Minutes,2010.0
s03243,TV Show,Title 3243,TV-PG,2011,"December 01, 2010",4 Seasons,Japan,TV Comedies,A short description.,2010-12-01,4,Seasons,2010.0
s03244,Movie,Title 3244,TV-PG,1987,"April 08, 2010",67 min,Japan,"Sports Movies, Comedies",A short description.,2010-04-08,67,Minutes,2010.0
s03245,Movie,Title 3245,PG,1954,"August 20, 2020",128 min,Thailand,"Kids' TV, Documentaries",A short description.,2020-08-20,128,Minutes,2020.0
s03246,Movie,Title 3246,PG,2019,"August 02, 2014",98 min,United Kingdom,"Documentaries, TV Comedies, Romantic Movies",A short description.,2014-08-02,98,Minutes,2014.0
s03247,Movie,Title 3247,R,1973,"July 04, 2012",70 min,Canada,Action & Adventure,A short description.,2012-07-04,70,Minutes,2012.0
s03248,TV Show,Title 3248,TV-Y,2003,"October 11, 2018",7 Seasons,Spain,"Kids' TV , Documentaries",A short description.,2018-10-11,7,Seasons,2018.0
s03249,TV Show,Title 3249,G,2013,"June 09, 2015",6 Seasons,Germany,"TV Comedies , TV Dramas",A short description.,2015-06-09,6,Seasons,2015.0
s03250,Movie,Title 3250,TV-MA,2020,"January 04, 2014",88,Germany,Horror Movies,A short description.,2014-01-04,88,Minutes,2014.0
s03251,Movie,Title 3251,TV-G,1958,"April 06, 2011",69 min,Mexico,"Thrillers, Documentaries",A short description.,2011-04-06,69,Minutes,2011.0
s03252,Movie,Title 3252,TV-Y,1963,"April 01, 2014",83 min,United States,"Comedies, International Movies",A short description.,2014-04-01,83,Minutes,2014.0
s03253,Movie,Title 3253,TV-14,1995,"November 09, 2016",101 min,Germany,Horror Movies,A short description.,2016-11-09,101,Minutes,2016.0
s03254,Movie,Title 3254,TV-MA,2004,"April 20, 2014",116 min,South Africa,"Independent Movies, Sports Movies",A short description.,2014-04-20,116,Minutes,2014.0
s03255,Movie,Title 3255,TV-PG,2009,"September 29, 2016",136 min,Mexico,TV Dramas,A short description.,2016-09-29,136,Minutes,2016.0
s03256,TV Show,Title 3256,TV-14,1989,06/12/2018,1 Season,United States,TV Dramas,A short description.,,1,Seasons,
s03257,Movie,Title 3257,PG-13,1961,"March 26, 2020",103 min,Australia,"Documentaries, Comedies, Action & Adventure",A short description.,2020-03-26,103,Minutes,2020.0
s03258,Movie,Title 3258,TV-14,2000,"October 25, 2015",101 min,India,Documentaries,A short description.,2015-10-25,101,Minutes,2015.0
s03259,Movie,Title 3259,TV-MA,1997,"July 04, 2012",152 min,Japan,Thrillers,A short description.,2012-07-04,152,Minutes,2012.0
s03260,Movie,Title 3260,TV-MA,1983,"June 05, 2011",114 min,"Nigeria, Australia, United Kingdom",Horror Movies,A short description.,2011-06-05,114,Minutes,2011.0
s03261,Movie,Title 3261,UR,1995,"September 26, 2011",114 min,Turkey,Horror Movies,A short description.,2011-09-26,114,Minutes,2011.0
s03262,TV Show,Title 3262,TV-MA,1965,"February 13, 2010",1 Season,"Germany, South Korea",International Movies,A short description.,2010-02-13,1,Seasons,2010.0
s03263,Movie,Title 3263,PG-13,2007,"May 03, 2012",148 min,"Brazil, France","Kids' TV, Documentaries",A short description.,2012-05-03,148,Minutes,2012.0
s03264,Movie,Title 3264,TV-MA,1953,"December 20, 2017",169 min,Turkey,"Kids' TV, TV Dramas",A short description.,2017-12-20,169,Minutes,2017.0
s03265,Movie,Title 3265,TV-14,2009,"July 08, 2013",132 min,Brazil,"International Movies, Documentaries",A short description.,2013-07-08,132,Minutes,2013.0
s03266,Movie,Title 3266,TV-14,2009,"February 11, 2019",70 min,Thailand,TV Dramas,A short description.,2019-02-11,70,Minutes,2019.0
s03267,Movie,Title 3267,TV-MA,1998,"July 05, 2011",101 min,"France, Spain",Dramas,A short description.,2011-07-05,101,Minutes,2011.0
s03268,TV Show,Title 3268,R,2007,"October 03, 2013",2 Seasons,Canada,"Thrillers, Action & Adventure",A short description.,2013-10-03,2,Seasons,2013.0
s03269,Movie,Title 3269,R,2014,"November 24, 2015",70 min,South Korea,"TV Comedies, Independent Movies",A short description.,2015-11-24,70,Minutes,2015.0
s03270,Movie,Title 3270,TV-MA,1961,"May 17, 2011",131 min,Spain,"Sports Movies, TV Dramas, Thrillers",A short description.,2011-05-17,131,Minutes,2011.0
s03271,Movie,Title 3271,TV-14,1988,"August 22, 2012",112 min,South Africa,International Movies,A short description.,2012-08-22,112,Minutes,2012.0
s03272,Movie,Title 3272,PG-13,1995,"February 03, 2018",143 min,India,"Thrillers, Romantic Movies",A short description.,2018-02-03,143,Minutes,2018.0
s03273,Movie,Title 3273,R,2016,"September 08, 2019",103 min,Canada,Romantic Movies,A short description.,2019-09-08,103,Minutes,2019.0
s03274,TV Show,Title 3274,TV-PG,2002,"January 01, 2016",5 Seasons,United States,Horror Movies,A short description.,2016-01-01,5,Seasons,2016.0
s03275,TV Show,Title 3275,PG-13,1992,"August 14, 2020",4 Seasons,Brazil,Kids' TV,A short description.,2020-08-14,4,Seasons,2020.0
s03276,TV Show,Title 3276,TV-MA,1989,"April 29, 2018",5 Seasons,Mexico,"Horror Movies, Sports Movies, International Movies",A short description.,2018-04-29,5,Seasons,2018.0
s03277,Movie,Title 3277,TV-MA,1960,2018-04-14,161 min,United Kingdom,Horror Movies,A short description.,,161,Minutes,
s03278,Movie,Title 3278,R,1972,"November 24, 2020",116 min,Germany,Kids' TV,A short description.,2020-11-24,116,Minutes,2020.0
s03279,Movie,Title 3279,R,1980,"December 24, 2010",129 min,"France, South Africa",Sports Movies,A short description.,2010-12-24,129,Minutes,2010.0
s03280,Movie,Title 3280,PG,2012,2012-07-21,115 min,"South Africa, United States, Turkey","Thrillers, TV Comedies",A short description.,,115,Minutes,
s03281,TV Show,Title 3281,TV-MA,2011,"October 23, 2014",1 Season,South Korea,"Dramas, Sports Movies",A short description.,2014-10-23,1,Seasons,2014.0
s03282,Movie,Title 3282,TV-14,1995,"October 20, 2016",127 min,Mexico,TV Comedies,A short description.,2016-10-20,127,Minutes,2016.0
s03283,Movie,Title 3283,R,1957,"November 23, 2020",121 min,Thailand,"Comedies, Kids' TV",A short description.,2020-11-23,121,Minutes,2020.0
s03284,Movie,Title 3284,TV-MA,2001,"February 02, 2011",142 min,"Australia, Brazil",TV Dramas,A short description.,2011-02-02,142,Minutes,2011.0
s03285,Movie,Title 3285,TV-14,1982,"July 10, 2012",81 min,South Korea,Horror Movies,A short description.,2012-07-10,81,Minutes,2012.0
s03286,Movie,Title 3286,TV-PG,1996,"April 13, 2013",96 min,India,"Comedies, Thrillers",A short description.,2013-04-13,96,Minutes,2013.0
s03287,Movie,Title 3287,TV-MA,1980,"May 17, 2017",179 min,"Germany, United Kingdom, France",Thrillers,A short description.,2017-05-17,179,Minutes,2017.0
s03288,Movie,Title 3288,TV-14,2001,"June 20, 2020",159 min,Australia,Dramas,A short description.,2020-06-20,159,Minutes,2020.0
s03289,Movie,Title 3289,TV-MA,1965,"April 29, 2020",100 min,Japan,"TV Dramas, Sports Movies",A short description.,2020-04-29,100,Minutes,2020.0
s03290,Movie,Title 3290,TV-Y,1960,"March 24, 2018",117 min,South Africa,International Movies,A short description.,2018-03-24,117,Minutes,2018.0
s03291,Movie,Title 3291,TV-MA,1965,"July 04, 2018",146 min,"Spain, South Africa","Horror Movies, Thrillers",A short description.,2018-07-04,146,Minutes,2018.0
s03292,TV Show,Title 3292,TV-MA,2015,"July 28, 2014",2 Seasons,Spain,"Dramas, Thrillers",A short description.,2014-07-28,2,Seasons,2014.0
s03293,Movie,Title 3293,TV-MA,1955,"September 12, 2016",69 min,"Germany, Brazil",Dramas,A short description.,2016-09-12,69,Minutes,2016.0
s03294,Movie,Title 3294,TV-MA,1970,"November 18, 2011",138 min,,"Thrillers, Horror Movies, Kids' TV",A short description.,2011-11-18,138,Minutes,2011.0
s03295,Movie,Title 3295,TV-MA,1974,"July 29, 2015",61 min,India,"Comedies, Independent Movies",A short description.,2015-07-29,61,Minutes,2015.0
s03296,Movie,Title 3296,TV-PG,2009,"March 21, 2013",173 min,,"Romantic Movies, TV Dramas, TV Comedies",A short description.,2013-03-21,173,Minutes,2013.0
s03297,TV Show,Title 3297,TV-MA,1975,"March 20, 2020",7 Seasons,Thailand,"Comedies, Thrillers",A short description.,2020-03-20,7,Seasons,2020.0
s03298,Movie,Title 3298,TV-MA,2013,"January 16, 2014",161,United Kingdom,"International Movies, Documentaries",A short description.,2014-01-16,161,Minutes,2014.0
s03299,Movie,Title 3299,TV-MA,2020,"May 06, 2014",135 min,"United States, Australia","Action & Adventure, TV Comedies",A short description.,2014-05-06,135,Minutes,2014.0
s03300,Movie,Title 3300,TV-14,1996,"June 07, 2014",152 min,Thailand,"TV Dramas, Documentaries, TV Comedies",A short description.,2014-06-07,152,Minutes,2014.0
s03301,TV Show,Title 3301,TV-MA,1974,"December 01, 2019",1 Season,"Japan, Canada","TV Dramas, International Movies",A short description.,2019-12-01,1,Seasons,2019.0
s03302,Movie,Title 3302,TV-PG,1992,"April 04, 2020",108 min,Spain,International Movies,A short description.,2020-04-04,108,Minutes,2020.0
s03303,Movie,Title 3303,R,1997,"September 28, 2014",75 min,Thailand,Independent Movies,A short description.,2014-09-28,75,Minutes,2014.0
s03304,,Title 3304,PG-13,1957,"December 14, 2020",135 min,Spain,"Comedies, Thrillers",A short description.,2020-12-14,135,Minutes,2020.0
s03305,TV Show,Title 3305,TV-MA,2009,"April 28, 2018",7 Seasons,"Japan, Canada",Action & Adventure,A short description.,2018-04-28,7,Seasons,2018.0
s03306,Movie,Title 3306,NR,1980,"April 25, 2019",173 min,Australia,"TV Dramas, Horror Movies",A short description.,2019-04-25,173,Minutes,2019.0
s03307,Movie,Title 3307,R,2010,"January 28, 2020",159 min,,"International Movies, Romantic Movies, Sports Movies",A short description.,2020-01-28,159,Minutes,2020.0
s03308,Movie,Title 3308,TV-MA,1993,2013-08-29,123 min,"United Kingdom, South Africa",International Movies,A short description.,,123,Minutes,
s03309,Movie,Title 3309,TV-14,2011,"January 22, 2016",147 min,"Australia, Japan",Dramas,A short description.,2016-01-22,147,Minutes,2016.0
s03310,Movie,Title 3310,PG-13,1955,"May 30, 2013",161 min,Canada,Action & Adventure,A short description.,2013-05-30,161,Minutes,2013.0
s03311,TV Show,Title 3311,TV-14,1953,"February 09, 2015",6 Seasons,United Kingdom,Comedies,A short description.,2015-02-09,6,Seasons,2015.0
s03312,TV Show,Title 3312,TV-14,1957,"July 24, 2010",3 Seasons,United Kingdom,Dramas,A short description.,2010-07-24,3,Seasons,2010.0
s03313,Movie,Title 3313,TV-PG,2012,"May 14, 2012",96 min,Spain,"Dramas, Independent Movies",A short description.,2012-05-14,96,Minutes,2012.0
s03314,Movie,Title 3314,TV-MA,2020,"November 26, 2018",106 min,"Germany, Thailand",Kids' TV,A short description.,2018-11-26,106,Minutes,2018.0
s03315,Movie,Title 3315,NC-17,2020,"October 29, 2011",165 min,Australia,"Documentaries, Independent Movies",A short description.,2011-10-29,165,Minutes,2011.0
s03316,Movie,Title 3316,TV-MA,1973,"November 04, 2016",175,Canada,"TV Comedies, Dramas",A short description.,2016-11-04,175,Minutes,2016.0
s03317,TV Show,Title 3317,TV-MA,1968,"June 04, 2018",6 Seasons,Brazil,Sports Movies,A short description.,2018-06-04,6,Seasons,2018.0
s03318,Movie,Title 3318,TV-MA,1974,"November 22, 2012",93 min,Thailand,"TV Dramas, Horror Movies",A short description.,2012-11-22,93,Minutes,2012.0
s03319,Movie,Title 3319,TV-14,2008,"January 16, 2015",99 min,Japan,"Independent Movies, Dramas, Documentaries",A short description.,2015-01-16,99,Minutes,2015.0
s03320,Movie,Title 3320,UR,1967,"August 27, 2019",140,South Africa,"Independent Movies, Comedies",A short description.,2019-08-27,140,Minutes,2019.0
s03321,Movie,Title 3321,PG,1988,"March 11, 2019",102,Turkey,"Documentaries, International Movies, Kids' TV",A short description.,2019-03-11,102,Minutes,2019.0
s03322,Movie,Title 3322,TV-Y,1995,"February 15, 2020",174 min,"South Africa, Thailand","Romantic Movies, TV Dramas",A short description.,2020-02-15,174,Minutes,2020.0
s03323,TV Show,Title 3323,TV-14,1975,11/29/2016,2 Seasons,Turkey,"Sports Movies , Documentaries",A short description.,,2,Seasons,
s03324,TV Show,Title 3324,TV-14,1983,"October 05, 2019",2 Seasons,"Japan, Australia, Turkey","TV Comedies, Documentaries",A short description.,2019-10-05,2,Seasons,2019.0
s03325,Movie,Title 3325,TV-14,1997,"May 21, 2014",118 min,"Spain, Brazil","Thrillers, Dramas, Independent Movies",A short description.,2014-05-21,118,Minutes,2014.0
s03326,TV Show,Title 3326,TV-MA,2006,"August 13, 2016",8 Seasons,Mexico,"International Movies, TV Dramas",A short description.,2016-08-13,8,Seasons,2016.0
s03327,Movie,Title 3327,TV-Y,1963,"May 04, 2017",70 min,Mexico,TV Comedies,A short description.,2017-05-04,70,Minutes,2017.0
s03328,TV Show,Title 3328,TV-14,1986,"September 28, 2020",2 Seasons,Brazil,Independent Movies,A short description.,2020-09-28,2,Seasons,2020.0
s03329,Movie,Title 3329,TV-14,1960,"January 19, 2014",140 min,Canada,"TV Comedies, Action & Adventure",A short description.,2014-01-19,140,Minutes,2014.0
s03330,Movie,Title 3330,TV-14,1951,2019-08-16,67 min,Turkey,"Comedies, Kids' TV",A short description.,,67,Minutes,
s03331,TV Show,Title 3331,PG,1995,"August 09, 2015",3 Seasons,Thailand,"Horror Movies , Documentaries , Kids' TV",A short description.,2015-08-09,3,Seasons,2015.0
s03332,Movie,Title 3332,TV-MA,1984,02/23/2011,125 min,Brazil,"TV Comedies, Action & Adventure",A short description.,,125,Minutes,
s03333,Movie,Title 3333,R,1968,03/18/2017,154 min,France,"Documentaries, Horror Movies",A short description.,,154,Minutes,
s03334,Movie,Title 3334,R,1953,10/17/2020,139 min,Japan,Thrillers,A short description.,,139,Minutes,
s03335,Movie,Title 3335,G,2017,"December 27, 2014",66 min,Brazil,TV Dramas,A short description.,2014-12-27,66,Minutes,2014.0
s03336,Movie,Title 3336,TV-MA,2008,"March 14, 2020",178 min,Canada,"Comedies, TV Dramas, Horror Movies",A short description.,2020-03-14,178,Minutes,2020.0
s03337,Movie,Title 3337,TV-MA,2016,"February 14, 2020",70 min,"Germany, Brazil","Action & Adventure, International Movies",A short description.,2020-02-14,70,Minutes,2020.0
s03338,TV Show,Title 3338,TV-14,1958,"May 14, 2018",1 Season,South Korea,"Romantic Movies, Horror Movies, Documentaries",A short description.,2018-05-14,1,Seasons,2018.0
s03339,Movie,Title 3339,G,1950,"December 10, 2016",142 min,Japan,Dramas,A short description.,2016-12-10,142,Minutes,2016.0
s03340,Movie,Title 3340,NC-17,1965,"February 14, 2017",68 min,South Africa,"Thrillers, Romantic Movies",A short description.,2017-02-14,68,Minutes,2017.0
s03341,Movie,Title 3341,TV-PG,1957,"December 05, 2017",115 min,"Canada, France",Independent Movies,A short description.,2017-12-05,115,Minutes,2017.0
s03342,TV Show,Title 3342,TV-MA,1982,"August 05, 2013",7 Seasons,Nigeria,Comedies,A short description.,2013-08-05,7,Seasons,2013.0
s03343,Movie,Title 3343,TV-MA,1995,"May 09, 2013",116 min,"Turkey, Thailand",Romantic Movies,A short description.,2013-05-09,116,Minutes,2013.0
s03344,Movie,Title 3344,TV-PG,1963,"April 19, 2010",62 min,Turkey,"Independent Movies, Dramas, Kids' TV",A short description.,2010-04-19,62,Minutes,2010.0
s03345,Movie,Title 3345,TV-MA,1978,"June 03, 2019",74 min,"Mexico, United Kingdom","Comedies, Independent Movies",A short description.,2019-06-03,74,Minutes,2019.0
s03346,TV Show,Title 3346,TV-PG,1988,"January 16, 2013",3 Seasons,South Korea,International Movies,A short description.,2013-01-16,3,Seasons,2013.0
s03347,TV Show,Title 3347,G,1972,"June 02, 2017",6 Seasons,South Africa,TV Comedies,A short description.,2017-06-02,6,Seasons,2017.0
s03348,Movie,Title 3348,TV-14,1982,"July 18, 2017",179 min,France,"Dramas, Documentaries",A short description.,2017-07-18,179,Minutes,2017.0
s03349,TV Show,Title 3349,TV-14,1991,"September 27, 2017",6 Seasons,Turkey,"International Movies, TV Comedies",A short description.,2017-09-27,6,Seasons,2017.0
s03350,Movie,Title 3350,TV-MA,2017,"June 30, 2019",145 min,South Korea,"Documentaries, International Movies, Action & Adventure",A short description.,2019-06-30,145,Minutes,2019.0
s03351,Movie,Title 3351,TV-MA,1972,"July 20, 2019",165 min,Spain,"TV Dramas, Dramas",A short description.,2019-07-20,165,Minutes,2019.0
s03352,Movie,Title 3352,R,1956,"January 10, 2010",126 min,South Korea,"Documentaries, Thrillers",A short description.,2010-01-10,126,Minutes,2010.0
s03353,Movie,Title 3353,TV-14,2011,"March 30, 2019",171 min,South Korea,"Thrillers, Documentaries",A short description.,2019-03-30,171,Minutes,2019.0
s03354,Movie,Title 3354,TV-MA,1990,04/15/2012,123 min,,Sports Movies,A short description.,,123,Minutes,
s03355,Movie,Title 3355,TV-MA,1983,"February 06, 2017",119 min,"Spain, India","TV Comedies, Action & Adventure",A short description.,2017-02-06,119,Minutes,2017.0
s03356,Movie,Title 3356,TV-MA,2001,"May 28, 2017",127 min,"Spain, Australia, Nigeria",Horror Movies,A short description.,2017-05-28,127,Minutes,2017.0
s03357,Movie,Title 3357,R,2019,"August 04, 2010",130,Spain,"Action & Adventure, Independent Movies",A short description.,2010-08-04,130,Minutes,2010.0
s03358,Movie,Title 3358,TV-PG,1959,"February 13, 2013",178 min,Germany,"Sports Movies, Horror Movies",A short description.,2013-02-13,178,Minutes,2013.0
